id,text,sentiment
4324,"Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4325,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman. 😁",positive
4326,"uchrashuv juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4327,"😍 Twitterda yangi kitob haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4328,"Telegramda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, mamnunman. 😄",positive
4329,"😍 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman.",positive
4330,"😄 uchrashuv juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
4331,"Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, afsuslandim. 💔",negative
4332,"Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 🤩 🥰",positive
4333,"👍 konferensiya juda samarali o'tdi, professor tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
4334,"👍 😎 Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
4335,"📌 Telegramda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4336,"Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi. 👍",positive
4337,"😞 kecha Toshkentda bo'lgan majlis menga umuman yoqmadi, xafa bo'ldim.",negative
4338,"💔 🤬 Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi.",negative
4339,"✨ 😁 Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi.",positive
4340,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi. 😁 ✨",positive
4341,"odamlar juda chiroyli tushuntiribdi, menga yoqdi 🤩",positive
4342,"kommentlarda hammasi urush, pulga achindim 💔",negative
4343,"ℹ️ ertaga Namanganda uchrashuv bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4344,"YouTubeda yangi kofe haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
4345,"😐 Telegramda aviachiptalar haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4346,"😡 bugun Buxoroda bo'lgan konferensiya menga umuman yoqmadi, hafsalam pir bo'ldi.",negative
4347,"kommentlarda hammasi urush, aldashdi 💔",negative
4348,"😍 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
4349,"YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 😊",positive
4350,"🤩 noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
4351,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim. 😁",positive
4352,"Twitterda Samsung A55 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi.",neutral
4353,"Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi.",negative
4354,🔥 :) 👍,positive
4355,"✨ 😁 Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
4356,"aka juda chiroyli tushuntiribdi, zo'r ;)",positive
4357,"🙄 kecha Samarqandda dars bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
4358,"kelasi oy Namanganda bo'lgan majlis menga umuman yoqmadi, hafsalam pir bo'ldi. 🤬",negative
4359,"shu hafta Andijonda konferensiya bo'lib o'tdi, men faqat qatnashdim, oddatdagidek. ℹ️",neutral
4360,"😄 Telegramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
4361,"o'qib qo'ydim xolos, bilmayman 😶",neutral
4362,"Telegramda kofe haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi. ℹ️",neutral
4363,"dastur bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman. 🙄 ℹ️",neutral
4364,"😐 📌 o'tgan oy Namanganda konferensiya bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4365,"seminar juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, mamnunman. 👍 🥰",positive
4366,"o'tgan oy Andijonda bo'lgan seminar menga umuman yoqmadi, hafsalam pir bo'ldi. 😭",negative
4367,"👎 dekan va'da qilgan ishini bajarmadi, natijadan umuman yoqmadi.",negative
4368,"😭 kuryer xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, hafsalam pir bo'ldi.",negative
4369,😎 :D,positive
4370,"😊 Twitterda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4371,"😞 Andijonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi.",negative
4372,"shu hafta dekan bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi. 🙄",neutral
4373,"o'qib qo'ydim xolos, fikir yo'q ??",neutral
4374,"aviachiptalar sifati kutilganidek emas, juda sust ishlayapti, afsuslandim. 😞",negative
4375,hech nima tushunmadim 🤬,negative
4376,"uchrashuv juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. ✨",positive
4377,"bugun Toshkentga bordim, hamma narsa hayratda qoldim.",positive
4378,"Xivaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim. 😭",negative
4379,"😶 Facebookda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
4380,"bank xizmati bo'yicha yangilanish chiqdi, lekin hozircha oddiy bo'ldi. 😶",neutral
4381,kulib qo'ydim xolos 🤔,neutral
4382,zerikarli 😔,negative
4383,"🤔 🤔 Toshkent haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
4384,"shu hafta Qo'qonda konferensiya bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
4385,bekor ketdi hamma narsasi,negative
4386,yoqmadi 🤦‍♂️,negative
4387,"shu hafta Namanganga bordim, hamma narsa hayratda qoldim.",positive
4388,"YouTubeda yangi kofe haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4389,"YouTubeda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4390,"bugun Toshkentga bordim, hamma narsa zo'r bo'ldi. 😎",positive
4391,"ertaga direktor bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun.",neutral
4392,"ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, hafsalam pir bo'ldi.",negative
4393,"dekan va'da qilgan ishini bajarmadi, natijadan xafa bo'ldim. 😔",negative
4394,"😁 kitob sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
4395,😊 🤩 🤩 👍,positive
4396,"😄 shu hafta Namanganga bordim, hamma narsa yoqib qoldi.",positive
4397,"bugungi pul mavzusi zerikarli bo'ldi, tavsiya etmayman 😡",negative
4398,"Yangi ilova ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim. 😎 🥰",positive
4399,"😢 😢 kofe sifati kutilganidek emas, juda sust ishlayapti, noroziman.",negative
4400,"👍 👍 aviachiptalar sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim.",positive
4401,"😍 👍 kelasi oy Farg'onaga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
4402,"ilova bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi.",neutral
4403,"😍 😍 planshet sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim.",positive
4404,"😊 Namangandagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi.",positive
4405,"😍 Telegramda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4406,hech narsa o'zgarmadi ✍️,neutral
4407,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi. 😍",positive
4408,"😞 😠 Toshkentga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi.",negative
4409,"😎 😍 Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
4410,"bugungi kino mavzusi zerikarli bo'ldi, bekor ekan 💔",negative
4411,"😭 Twitterdagi reklamalar juda asabga tegayapti, afsuslandim.",negative
4412,"Buxoroga borish rejam buzildi, chiptalar bilan muammo bo'ldi, umuman yoqmadi. 😢 💔",negative
4413,"😄 Facebookda yangi Redmi Note 13 haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
4414,"kecha Xivaga bordim, hamma narsa juda xursand bo'ldim. 😍 🥰",positive
4415,"😶 ℹ️ kitob haqida fikrlar turlicha, hozircha oddiy bo'ldi.",neutral
4416,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, hayratda qoldim.",positive
4417,kommentlarni o'qib rostdan ham zor ✨,positive
4418,"o'tgan oy Samarqandga bordim, hamma narsa yoqib qoldi.",positive
4419,"bugun professor bilan qisqa suhbatlashdim, neytral qarayman.",neutral
4420,"yana shunaqa reklama chiqdi, charchatdi :'(",negative
4421,"post bo'yicha blog postini ko'rdim, fikir yo'q 📌",neutral
4422,info uchun ✍️,neutral
4423,"bugun siyosat bo'yicha faqat kuzatib turdim, bilmayman",neutral
4424,"instagram sahifa sifati yana tushib ketgan, juda yomon 😡",negative
4425,😶 :|,neutral
4426,"Instagramda Samsung A55 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
4427,"ℹ️ 😶 Twitterda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
4428,"bugun Namanganda imtihon bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi.",neutral
4429,"bugungi servis haqidagi kino videolari yoqdi, rahmat, zo'r ekan 🥰",positive
4430,"ertaga Buxoroda bo'lgan uchrashuv menga umuman yoqmadi, noroziman. 👎",negative
4431,:D =) <3,positive
4432,"post bo'yicha futbol postini ko'rdim, norm 😶",neutral
4433,"kelasi oy Farg'onada konferensiya bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 🤔",neutral
4434,"sayt bo'yicha musiqa postini ko'rdim, norm",neutral
4435,"😄 😍 Samsung A55 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
4436,"YouTubeda yangi kofe haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim. 😍",positive
4437,"kommentlarni o'qidim, shunchaki 🤔",neutral
4438,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
4439,;),positive
4440,"ertaga Samarqandda dars bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi. 😶 📌",neutral
4441,"kofe haqida fikrlar turlicha, hozircha neytral qarayman. ℹ️",neutral
4442,"do'stlar juda chiroyli tushuntiribdi, kontent yoqdi :)",positive
4443,"bloger nimadir yozibdi, lekin men uchun shunchaki ℹ️",neutral
4444,"😁 🤩 kofe sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
4445,"🥰 😁 dars juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
4446,kommentlarni o'qib rostdan ham otliii 😊,positive
4447,"bloger nimadir yozibdi, lekin men uchun kulib qo'ydim xolos 🙄",neutral
4448,😢 🤦‍♂️ 😡,negative
4449,"😄 😄 o'tgan oy Andijonga bordim, hamma narsa hayratda qoldim.",positive
4450,🤦‍♂️,negative
4451,"kommentlarda hammasi urush, pulga achindim 🤦‍♂️",negative
4452,"odamlar umuman tushuntira olmadi, bekor ekan 💔",negative
4453,"YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi. ✨ 😁",positive
4454,"ertaga Farg'onada dars bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4455,"😎 Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
4456,"Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, juda jahlim chiqdi. 😠",negative
4457,"😊 konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
4458,"servis bo'yicha texnika mavzusi zo'r chiqibdi, bombaaa ✨",positive
4459,🤦‍♀️ >:( 😡 😞,negative
4460,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman. 😁 😍",positive
4461,"😍 YouTubeda yangi kitob haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
4462,"😎 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman.",positive
4463,"😞 iPhone 15 sifati kutilganidek emas, juda sust ishlayapti, afsuslandim.",negative
4464,"Samarqand haqida yangilik o'qidim, oddiy bo'ldi. 🙄",neutral
4465,"😊 Instagramda yangi planshet haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
4466,"😎 YouTubeda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4467,"kommentlarni o'qib rostdan ham rahmat, zo'r ekan 😁",positive
4468,"Farg'onadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman. 👍",positive
4469,"kelasi oy Qo'qonda majlis bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
4470,"kelasi oy Farg'onada majlis bo'lib o'tdi, men faqat qatnashdim, oddatdagidek.",neutral
4471,"servis bo'yicha kino postini ko'rdim, bilmayman ✍️",neutral
4472,:| ??,neutral
4473,"bugungi post haqidagi pul videolari yoqdi, top =)",positive
4474,"😊 kofe sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
4475,"👍 😁 imtihon juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
4476,🥰 🥰,positive
4477,"😁 😍 Instagramda yangi planshet haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
4478,"kecha Andijonda imtihon bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
4479,"Telegramda yangi planshet haqida post ko'rdim, menga juda yoqdi, hayratda qoldim. 🥰",positive
4480,"kecha Qo'qonda dars bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
4481,"😞 do'stim va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi.",negative
4482,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi. 😎",positive
4483,"mijozlarga xizmat ko'rsatish bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
4484,"kelasi oy hamkasbim bilan qisqa suhbatlashdim, oddatdagidek.",neutral
4485,gap yo'q :D,positive
4486,"Facebookda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek. 🤔",neutral
4487,"o'qib qo'ydim xolos, hech narsa o'zgarmadi 📌",neutral
4488,"😍 Twitterda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
4489,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi. ✨",positive
4490,"kelasi oy Farg'onaga bordim, hamma narsa zo'r bo'ldi.",positive
4491,"kommentlarda hammasi urush, qattiq hafsalam pir bo'ldi 🤬",negative
4492,"😎 😊 bugun Buxoroga bordim, hamma narsa hayratda qoldim.",positive
4493,"bugun Farg'onaga bordim, hamma narsa juda xursand bo'ldim.",positive
4494,"sayt bo'yicha futbol mavzusi zo'r chiqibdi, chiqqan joyi yoqdi 🥰",positive
4495,"Instagramda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, hech qanday o'zgarish sezilmadi. 😶",neutral
4496,menga yoqdi 🥰,positive
4497,"professor va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi. 😡",negative
4498,"kelasi oy o'qituvchi bilan qisqa suhbatlashdim, oddiy bo'ldi. 😶",neutral
4499,"odamlar juda chiroyli tushuntiribdi, rahmat, zo'r ekan ✨",positive
4500,klass 🥰,positive
4501,😊 😍 😎,positive
4502,😶 📌 ??,neutral
4503,"Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim. 👍",positive
4504,"dars juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4505,"ℹ️ ilova bo'yicha yangilanish chiqdi, lekin hozircha oddiy bo'ldi.",neutral
4506,"noutbuk sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi. 😭",negative
4507,"Samsung A55 haqida fikrlar turlicha, hozircha neytral qarayman. ℹ️ 😶",neutral
4508,"iPhone 15 haqida fikrlar turlicha, hozircha oddatdagidek. 📌 😶",neutral
4509,"👎 YouTubedagi reklamalar juda asabga tegayapti, umuman yoqmadi.",negative
4510,"Twitterdagi reklamalar juda asabga tegayapti, afsuslandim.",negative
4511,"😡 bank xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi.",negative
4512,"YouTubedagi reklamalar juda asabga tegayapti, hafsalam pir bo'ldi. 😞 😡",negative
4513,"kecha Samarqandga bordim, hamma narsa hayratda qoldim.",positive
4514,>:(,negative
4515,"konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
4516,"😄 Xivadagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
4517,"Samsung A55 sifati kutilganidek emas, juda sust ishlayapti, umuman yoqmadi. 👎",negative
4518,"folloverlar nimadir yozibdi, lekin men uchun shunchaki 📌",neutral
4519,"post bo'yicha kino postini ko'rdim, fikir yo'q",neutral
4520,"bugun Andijonga bordim, hamma narsa juda xursand bo'ldim. 😊",positive
4521,"📌 Samarqand haqida yangilik o'qidim, neytral qarayman.",neutral
4522,hech nima tushunmadim =/,negative
4523,"servis bo'yicha kommentlar mavzusi zo'r chiqibdi, zor 😁",positive
4524,"Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 😁 😄",positive
4525,"majlis juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4526,"folloverlar juda chiroyli tushuntiribdi, kontent yoqdi 😁",positive
4527,"📌 Samarqand haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi.",neutral
4528,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, zo'r bo'ldi.",positive
4529,"bugungi kommentlar mavzusi zerikarli bo'ldi, bekor ekan 😞",negative
4530,"😊 😄 Twitterda yangi kofe haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
4531,"bugungi texnika mavzusi zerikarli bo'ldi, aldashdi 💔",negative
4532,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi.",positive
4533,"😭 professor va'da qilgan ishini bajarmadi, natijadan noroziman.",negative
4534,"🤩 Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, mamnunman.",positive
4535,"🥰 kitob sotib oldim, narxi arzon emas, lekin sifati uchun zo'r bo'ldi.",positive
4536,"kelasi oy Qo'qonda bo'lgan imtihon menga umuman yoqmadi, umuman yoqmadi.",negative
4537,"imtihon juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi. 😎 ✨",positive
4538,"uchrashuv juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
4539,"🥰 😁 o'tgan oy Farg'onaga bordim, hamma narsa hayratda qoldim.",positive
4540,"kelasi oy Qo'qonda seminar bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4541,"bugun Xivaga bordim, hamma narsa juda xursand bo'ldim. 😁 🤩",positive
4542,"🥰 ✨ seminar juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
4543,"Samsung A55 haqida fikrlar turlicha, hozircha oddiy bo'ldi. 🙄",neutral
4544,"📌 ilova bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
4545,"😐 📌 kuryer xizmati bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek.",neutral
4546,"kecha Toshkentda seminar bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
4547,hech nima tushunmadim :-/,negative
4548,"Samarqandga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi.",negative
